seqnames,strand,position,sampleName,refGenome
chr2,+,207104258,D28 - PR_NR,hg38
chr3,+,131884358,D28 - PR_NR,hg38
chr3,+,168064867,D28 - PR_NR,hg38
chr4,+,102277329,D28 - PR_NR,hg38
chr4,-,104563991,D28 - PR_NR,hg38
chr4,+,119655023,D28 - PR_NR,hg38
chr4,-,135001110,D28 - PR_NR,hg38
chr5,-,6434302,D28 - PR_NR,hg38
chr5,+,24828854,D28 - PR_NR,hg38
chr5,-,78951797,D28 - PR_NR,hg38
chr5,-,83464115,D28 - PR_NR,hg38
chr5,+,129202575,D28 - PR_NR,hg38
chr5,+,157073845,D28 - PR_NR,hg38
chr6,+,66644482,D28 - PR_NR,hg38
chr6,-,131400646,D28 - PR_NR,hg38
chr10,-,101809310,D28 - PR_NR,hg38
chr14,-,98145754,D28 - PR_NR,hg38
chr15,-,87009921,D28 - PR_NR,hg38
chr15,-,87258582,D28 - PR_NR,hg38
chr16,+,89271824,D28 - PR_NR,hg38
chr18,+,78949605,D28 - PR_NR,hg38
chr20,+,22855726,D28 - PR_NR,hg38
chr22,-,21897239,D28 - PR_NR,hg38
chr22,-,25500376,D28 - PR_NR,hg38
chrX,+,41145179,D28 - PR_NR,hg38
chrX,-,81331978,D28 - PR_NR,hg38
chr1,-,59068506,D28 - PR_NR,hg38
chr1,+,63287608,D28 - PR_NR,hg38
chr1,-,73045335,D28 - PR_NR,hg38
chr3,-,28350767,D28 - PR_NR,hg38
chr4,+,23623424,D28 - PR_NR,hg38
chr4,+,57118523,D28 - PR_NR,hg38
chr5,+,179650995,D28 - PR_NR,hg38
chr8,-,47225178,D28 - PR_NR,hg38
chr11,+,34028635,D28 - PR_NR,hg38
chr11,+,35094967,D28 - PR_NR,hg38
chr11,+,88145002,D28 - PR_NR,hg38
chr13,-,72769047,D28 - PR_NR,hg38
chr19,+,5992031,D28 - PR_NR,hg38
chr19,-,35633846,D28 - PR_NR,hg38
chr1,+,1822703,D28 - PR_NR,hg38
chr1,-,6542931,D28 - PR_NR,hg38
chr1,+,10089241,D28 - PR_NR,hg38
chr1,-,23850096,D28 - PR_NR,hg38
chr1,-,26248425,D28 - PR_NR,hg38
chr1,+,27998781,D28 - PR_NR,hg38
chr1,-,32035167,D28 - PR_NR,hg38
chr1,+,32259265,D28 - PR_NR,hg38
chr1,+,35305926,D28 - PR_NR,hg38
chr1,-,52289375,D28 - PR_NR,hg38
chr1,+,78658155,D28 - PR_NR,hg38
chr1,+,84183792,D28 - PR_NR,hg38
chr1,-,85673348,D28 - PR_NR,hg38
chr1,+,92563590,D28 - PR_NR,hg38
chr1,-,114739508,D28 - PR_NR,hg38
chr1,+,155443447,D28 - PR_NR,hg38
chr1,-,155715432,D28 - PR_NR,hg38
chr1,-,155799656,D28 - PR_NR,hg38
chr1,-,156111497,D28 - PR_NR,hg38
chr1,-,156198860,D28 - PR_NR,hg38
chr1,+,161889084,D28 - PR_NR,hg38
chr1,+,167969698,D28 - PR_NR,hg38
chr1,+,169573020,D28 - PR_NR,hg38
chr1,+,173744633,D28 - PR_NR,hg38
chr1,+,175977963,D28 - PR_NR,hg38
chr1,-,194147757,D28 - PR_NR,hg38
chr1,-,201987644,D28 - PR_NR,hg38
chr1,+,217597002,D28 - PR_NR,hg38
chr1,+,228887457,D28 - PR_NR,hg38
chr2,-,258205,D28 - PR_NR,hg38
chr2,-,12466259,D28 - PR_NR,hg38
chr2,-,27337071,D28 - PR_NR,hg38
chr2,-,54619172,D28 - PR_NR,hg38
chr2,-,55041272,D28 - PR_NR,hg38
chr2,+,96626051,D28 - PR_NR,hg38
chr2,+,98541214,D28 - PR_NR,hg38
chr2,-,106149660,D28 - PR_NR,hg38
chr2,+,112502301,D28 - PR_NR,hg38
chr2,+,119800563,D28 - PR_NR,hg38
chr2,-,119977348,D28 - PR_NR,hg38
chr2,-,159403138,D28 - PR_NR,hg38
chr2,+,197361141,D28 - PR_NR,hg38
chr2,-,201755955,D28 - PR_NR,hg38
chr2,-,237385218,D28 - PR_NR,hg38
chr3,+,15085097,D28 - PR_NR,hg38
chr3,-,16484839,D28 - PR_NR,hg38
chr3,-,16953519,D28 - PR_NR,hg38
chr3,+,43295198,D28 - PR_NR,hg38
chr3,-,47982494,D28 - PR_NR,hg38
chr3,-,49781906,D28 - PR_NR,hg38
chr3,-,49963812,D28 - PR_NR,hg38
chr3,+,88063360,D28 - PR_NR,hg38
chr3,-,101445492,D28 - PR_NR,hg38
chr3,-,105730557,D28 - PR_NR,hg38
chr3,+,106023472,D28 - PR_NR,hg38
chr3,+,114971048,D28 - PR_NR,hg38
chr3,-,127623377,D28 - PR_NR,hg38
chr3,-,129167940,D28 - PR_NR,hg38
chr3,-,141529600,D28 - PR_NR,hg38
chr3,+,141552672,D28 - PR_NR,hg38
chr3,-,154308102,D28 - PR_NR,hg38
chr3,+,158876489,D28 - PR_NR,hg38
chr3,-,183367340,D28 - PR_NR,hg38
chr3,-,183367789,D28 - PR_NR,hg38
chr3,+,184840684,D28 - PR_NR,hg38
chr3,-,186916211,D28 - PR_NR,hg38
chr3,+,197996072,D28 - PR_NR,hg38
chr4,+,4493683,D28 - PR_NR,hg38
chr4,-,15013029,D28 - PR_NR,hg38
chr4,+,17619862,D28 - PR_NR,hg38
chr4,-,36219596,D28 - PR_NR,hg38
chr4,+,39917070,D28 - PR_NR,hg38
chr4,+,55463915,D28 - PR_NR,hg38
chr4,-,81531472,D28 - PR_NR,hg38
chr4,+,83016462,D28 - PR_NR,hg38
chr4,+,99012640,D28 - PR_NR,hg38
chr4,-,101268452,D28 - PR_NR,hg38
chr4,-,127959942,D28 - PR_NR,hg38
chr4,-,139367146,D28 - PR_NR,hg38
chr4,-,145058886,D28 - PR_NR,hg38
chr4,-,145140327,D28 - PR_NR,hg38
chr4,-,150763654,D28 - PR_NR,hg38
chr4,-,173180860,D28 - PR_NR,hg38
chr5,+,432046,D28 - PR_NR,hg38
chr5,-,38981818,D28 - PR_NR,hg38
chr5,+,71832302,D28 - PR_NR,hg38
chr5,-,78188468,D28 - PR_NR,hg38
chr5,-,94673273,D28 - PR_NR,hg38
chr5,+,113001036,D28 - PR_NR,hg38
chr5,+,172245641,D28 - PR_NR,hg38
chr6,-,1837274,D28 - PR_NR,hg38
chr6,+,22593933,D28 - PR_NR,hg38
chr6,+,30804960,D28 - PR_NR,hg38
chr6,+,31284949,D28 - PR_NR,hg38
chr6,+,31520304,D28 - PR_NR,hg38
chr6,+,31623339,D28 - PR_NR,hg38
chr6,+,31626268,D28 - PR_NR,hg38
chr6,-,34668829,D28 - PR_NR,hg38
chr6,-,35600639,D28 - PR_NR,hg38
chr6,-,35873957,D28 - PR_NR,hg38
chr6,+,37947068,D28 - PR_NR,hg38
chr6,+,41867639,D28 - PR_NR,hg38
chr6,+,43600665,D28 - PR_NR,hg38
chr6,-,45364780,D28 - PR_NR,hg38
chr6,-,47485576,D28 - PR_NR,hg38
chr6,-,53341646,D28 - PR_NR,hg38
chr6,+,78993194,D28 - PR_NR,hg38
chr6,+,122461610,D28 - PR_NR,hg38
chr6,-,127756147,D28 - PR_NR,hg38
chr6,-,132500217,D28 - PR_NR,hg38
chr6,-,166939829,D28 - PR_NR,hg38
chr7,+,6286988,D28 - PR_NR,hg38
chr7,+,17314710,D28 - PR_NR,hg38
chr7,+,32553767,D28 - PR_NR,hg38
chr7,+,35959422,D28 - PR_NR,hg38
chr7,-,36422747,D28 - PR_NR,hg38
chr7,-,43594312,D28 - PR_NR,hg38
chr7,-,45059112,D28 - PR_NR,hg38
chr7,-,45735295,D28 - PR_NR,hg38
chr7,+,55522826,D28 - PR_NR,hg38
chr7,-,55983580,D28 - PR_NR,hg38
chr7,+,66969128,D28 - PR_NR,hg38
chr7,+,81876089,D28 - PR_NR,hg38
chr7,-,86018625,D28 - PR_NR,hg38
chr7,+,96285715,D28 - PR_NR,hg38
chr7,-,107473282,D28 - PR_NR,hg38
chr7,+,110911393,D28 - PR_NR,hg38
chr7,+,114940406,D28 - PR_NR,hg38
chr7,-,121374238,D28 - PR_NR,hg38
chr7,-,134806190,D28 - PR_NR,hg38
chr7,+,144226486,D28 - PR_NR,hg38
chr7,-,144324491,D28 - PR_NR,hg38
chr8,+,6486013,D28 - PR_NR,hg38
chr8,+,22507341,D28 - PR_NR,hg38
chr8,-,50054565,D28 - PR_NR,hg38
chr8,+,103412914,D28 - PR_NR,hg38
chr8,-,108217831,D28 - PR_NR,hg38
chr8,-,109548482,D28 - PR_NR,hg38
chr8,+,117534743,D28 - PR_NR,hg38
chr8,-,120790585,D28 - PR_NR,hg38
chr8,+,144520202,D28 - PR_NR,hg38
chr9,+,6490693,D28 - PR_NR,hg38
chr9,+,15186641,D28 - PR_NR,hg38
chr9,+,26930465,D28 - PR_NR,hg38
chr9,-,41010416,D28 - PR_NR,hg38
chr9,+,63841405,D28 - PR_NR,hg38
chr9,+,77352169,D28 - PR_NR,hg38
chr9,+,83670896,D28 - PR_NR,hg38
chr9,-,83750213,D28 - PR_NR,hg38
chr9,+,95299088,D28 - PR_NR,hg38
chr9,-,136216406,D28 - PR_NR,hg38
chr9,-,137456547,D28 - PR_NR,hg38
chr10,+,6018887,D28 - PR_NR,hg38
chr10,-,7877104,D28 - PR_NR,hg38
chr10,+,9021844,D28 - PR_NR,hg38
chr10,+,11377952,D28 - PR_NR,hg38
chr10,-,27129423,D28 - PR_NR,hg38
chr10,-,31810176,D28 - PR_NR,hg38
chr10,-,87208479,D28 - PR_NR,hg38
chr10,+,88819688,D28 - PR_NR,hg38
chr10,+,94590497,D28 - PR_NR,hg38
chr10,-,101692129,D28 - PR_NR,hg38
chr10,-,103161535,D28 - PR_NR,hg38
chr10,+,103325012,D28 - PR_NR,hg38
chr10,-,103979926,D28 - PR_NR,hg38
chr10,+,103985095,D28 - PR_NR,hg38
chr10,+,112642532,D28 - PR_NR,hg38
chr10,-,113875875,D28 - PR_NR,hg38
chr10,+,118014286,D28 - PR_NR,hg38
chr10,+,118319572,D28 - PR_NR,hg38
chr10,+,122427903,D28 - PR_NR,hg38
chr11,+,756374,D28 - PR_NR,hg38
chr11,+,5705234,D28 - PR_NR,hg38
chr11,+,18101662,D28 - PR_NR,hg38
chr11,+,46760148,D28 - PR_NR,hg38
chr11,-,59043293,D28 - PR_NR,hg38
chr11,+,62586384,D28 - PR_NR,hg38
chr11,+,64195944,D28 - PR_NR,hg38
chr11,+,64773358,D28 - PR_NR,hg38
chr11,+,65101220,D28 - PR_NR,hg38
chr11,-,65679747,D28 - PR_NR,hg38
chr11,-,67132511,D28 - PR_NR,hg38
chr11,+,67281521,D28 - PR_NR,hg38
chr11,-,68551386,D28 - PR_NR,hg38
chr11,-,68551628,D28 - PR_NR,hg38
chr11,+,74377857,D28 - PR_NR,hg38
chr11,+,86266447,D28 - PR_NR,hg38
chr11,+,101163263,D28 - PR_NR,hg38
chr11,-,108289533,D28 - PR_NR,hg38
chr11,+,108930044,D28 - PR_NR,hg38
chr11,-,110237050,D28 - PR_NR,hg38
chr12,-,1246575,D28 - PR_NR,hg38
chr12,+,3903667,D28 - PR_NR,hg38
chr12,+,6582686,D28 - PR_NR,hg38
chr12,+,9769486,D28 - PR_NR,hg38
chr12,+,15639238,D28 - PR_NR,hg38
chr12,+,19489616,D28 - PR_NR,hg38
chr12,-,39577722,D28 - PR_NR,hg38
chr12,-,39583204,D28 - PR_NR,hg38
chr12,-,40183096,D28 - PR_NR,hg38
chr12,-,40194170,D28 - PR_NR,hg38
chr12,+,44603368,D28 - PR_NR,hg38
chr12,+,49074130,D28 - PR_NR,hg38
chr12,-,49137730,D28 - PR_NR,hg38
chr12,-,57714953,D28 - PR_NR,hg38
chr12,-,62316799,D28 - PR_NR,hg38
chr12,+,68028514,D28 - PR_NR,hg38
chr12,-,71635836,D28 - PR_NR,hg38
chr12,-,81961647,D28 - PR_NR,hg38
chr12,-,92219558,D28 - PR_NR,hg38
chr12,+,102196479,D28 - PR_NR,hg38
chr12,-,108540313,D28 - PR_NR,hg38
chr12,-,110801589,D28 - PR_NR,hg38
chr12,-,112059801,D28 - PR_NR,hg38
chr12,-,118159425,D28 - PR_NR,hg38
chr12,-,120024450,D28 - PR_NR,hg38
chr12,-,120813478,D28 - PR_NR,hg38
chr12,-,122341710,D28 - PR_NR,hg38
chr12,+,123204926,D28 - PR_NR,hg38
chr12,-,123228317,D28 - PR_NR,hg38
chr13,+,19478198,D28 - PR_NR,hg38
chr13,+,28668115,D28 - PR_NR,hg38
chr13,-,32517377,D28 - PR_NR,hg38
chr13,+,39666878,D28 - PR_NR,hg38
chr13,+,52661679,D28 - PR_NR,hg38
chr13,-,77235658,D28 - PR_NR,hg38
chr13,-,79346399,D28 - PR_NR,hg38
chr13,-,99281207,D28 - PR_NR,hg38
chr14,+,20330850,D28 - PR_NR,hg38
chr14,-,21258415,D28 - PR_NR,hg38
chr14,-,21408867,D28 - PR_NR,hg38
chr14,+,24668706,D28 - PR_NR,hg38
chr14,+,55023200,D28 - PR_NR,hg38
chr14,-,70327981,D28 - PR_NR,hg38
chr14,+,73913526,D28 - PR_NR,hg38
chr14,-,76185590,D28 - PR_NR,hg38
chr14,-,86433088,D28 - PR_NR,hg38
chr14,-,96815567,D28 - PR_NR,hg38
chr14,+,101993773,D28 - PR_NR,hg38
chr14,+,103450526,D28 - PR_NR,hg38
chr15,+,34980342,D28 - PR_NR,hg38
chr15,-,48729283,D28 - PR_NR,hg38
chr15,-,66310011,D28 - PR_NR,hg38
chr15,+,72502887,D28 - PR_NR,hg38
chr15,+,75376890,D28 - PR_NR,hg38
chr15,-,75441027,D28 - PR_NR,hg38
chr16,-,223223,D28 - PR_NR,hg38
chr16,+,1317953,D28 - PR_NR,hg38
chr16,+,1831300,D28 - PR_NR,hg38
chr16,-,2764411,D28 - PR_NR,hg38
chr16,-,3866311,D28 - PR_NR,hg38
chr16,+,19527703,D28 - PR_NR,hg38
chr16,+,30763888,D28 - PR_NR,hg38
chr16,-,30936379,D28 - PR_NR,hg38
chr16,+,53446743,D28 - PR_NR,hg38
chr16,-,70238937,D28 - PR_NR,hg38
chr16,+,87974244,D28 - PR_NR,hg38
chr16,+,88584064,D28 - PR_NR,hg38
chr16,+,89733920,D28 - PR_NR,hg38
chr17,-,2274605,D28 - PR_NR,hg38
chr17,-,4228708,D28 - PR_NR,hg38
chr17,+,7603582,D28 - PR_NR,hg38
chr17,+,7938360,D28 - PR_NR,hg38
chr17,+,14133772,D28 - PR_NR,hg38
chr17,-,29879148,D28 - PR_NR,hg38
chr17,+,29946473,D28 - PR_NR,hg38
chr17,+,31331034,D28 - PR_NR,hg38
chr17,+,35271366,D28 - PR_NR,hg38
chr17,+,36519083,D28 - PR_NR,hg38
chr17,-,36990248,D28 - PR_NR,hg38
chr17,-,37636358,D28 - PR_NR,hg38
chr17,+,38210702,D28 - PR_NR,hg38
chr17,+,39516535,D28 - PR_NR,hg38
chr17,-,40570063,D28 - PR_NR,hg38
chr17,+,42351541,D28 - PR_NR,hg38
chr17,-,47577807,D28 - PR_NR,hg38
chr17,-,49323765,D28 - PR_NR,hg38
chr17,+,49736825,D28 - PR_NR,hg38
chr17,-,64561214,D28 - PR_NR,hg38
chr17,-,77982416,D28 - PR_NR,hg38
chr17,-,78048431,D28 - PR_NR,hg38
chr17,+,78062726,D28 - PR_NR,hg38
chr17,+,81670533,D28 - PR_NR,hg38
chr17,+,82159465,D28 - PR_NR,hg38
chr18,-,35091020,D28 - PR_NR,hg38
chr18,+,36837864,D28 - PR_NR,hg38
chr19,-,1156507,D28 - PR_NR,hg38
chr19,-,1270754,D28 - PR_NR,hg38
chr19,+,1871038,D28 - PR_NR,hg38
chr19,-,1966367,D28 - PR_NR,hg38
chr19,-,3969132,D28 - PR_NR,hg38
chr19,+,4060719,D28 - PR_NR,hg38
chr19,-,5950778,D28 - PR_NR,hg38
chr19,+,6082587,D28 - PR_NR,hg38
chr19,-,6415196,D28 - PR_NR,hg38
chr19,-,6838009,D28 - PR_NR,hg38
chr19,+,9425520,D28 - PR_NR,hg38
chr19,+,9660414,D28 - PR_NR,hg38
chr19,-,14459250,D28 - PR_NR,hg38
chr19,+,16212611,D28 - PR_NR,hg38
chr19,-,19671630,D28 - PR_NR,hg38
chr19,-,49316760,D28 - PR_NR,hg38
chr19,-,49320224,D28 - PR_NR,hg38
chr19,+,49900177,D28 - PR_NR,hg38
chr19,-,54194744,D28 - PR_NR,hg38
chr19,+,55689530,D28 - PR_NR,hg38
chr20,-,5561353,D28 - PR_NR,hg38
chr20,+,13488743,D28 - PR_NR,hg38
chr20,-,25651951,D28 - PR_NR,hg38
chr20,+,28589972,D28 - PR_NR,hg38
chr20,-,30389999,D28 - PR_NR,hg38
chr20,+,35088638,D28 - PR_NR,hg38
chr20,-,44891102,D28 - PR_NR,hg38
chr20,-,47303328,D28 - PR_NR,hg38
chr20,+,49076337,D28 - PR_NR,hg38
chr21,-,31322379,D28 - PR_NR,hg38
chr21,+,42408981,D28 - PR_NR,hg38
chr21,+,44079889,D28 - PR_NR,hg38
chr22,-,12616954,D28 - PR_NR,hg38
chr22,+,38365681,D28 - PR_NR,hg38
chr22,+,40091606,D28 - PR_NR,hg38
chr22,+,40098966,D28 - PR_NR,hg38
chr22,-,40826237,D28 - PR_NR,hg38
chr22,+,41172296,D28 - PR_NR,hg38
chr22,-,50574898,D28 - PR_NR,hg38
chrX,-,13197264,D28 - PR_NR,hg38
chrX,+,30837824,D28 - PR_NR,hg38
chrX,+,41835236,D28 - PR_NR,hg38
chrX,-,44928273,D28 - PR_NR,hg38
chrX,+,115370499,D28 - PR_NR,hg38
chrX,-,124521313,D28 - PR_NR,hg38
chrX,-,154071811,D28 - PR_NR,hg38
chrX,+,154090967,D28 - PR_NR,hg38
chrY,-,19721309,D28 - PR_NR,hg38
chr1,-,91167805,D28 - PR_NR,hg38
chr2,-,125594390,D28 - PR_NR,hg38
chr2,-,182920197,D28 - PR_NR,hg38
chr2,-,236337083,D28 - PR_NR,hg38
chr3,-,16209582,D28 - PR_NR,hg38
chr3,-,156011233,D28 - PR_NR,hg38
chr3,-,173670259,D28 - PR_NR,hg38
chr5,+,96511395,D28 - PR_NR,hg38
chr6,-,45025648,D28 - PR_NR,hg38
chr7,-,129003578,D28 - PR_NR,hg38
chr7,+,142874149,D28 - PR_NR,hg38
chr8,+,3392923,D28 - PR_NR,hg38
chr9,+,89346370,D28 - PR_NR,hg38
chr10,-,59008097,D28 - PR_NR,hg38
chr10,+,78575315,D28 - PR_NR,hg38
chr11,+,68344573,D28 - PR_NR,hg38
chr12,-,65459828,D28 - PR_NR,hg38
chr13,-,27931334,D28 - PR_NR,hg38
chr14,-,47357997,D28 - PR_NR,hg38
chr16,-,67737711,D28 - PR_NR,hg38
chr16,+,88578875,D28 - PR_NR,hg38
chr21,+,19441524,D28 - PR_NR,hg38
chr22,+,25794757,D28 - PR_NR,hg38
chr22,-,50350610,D28 - PR_NR,hg38
chrX,+,111097689,D28 - PR_NR,hg38
chr1,-,154126836,D28 - PR_NR,hg38
chr4,-,94566461,D28 - PR_NR,hg38
chr5,+,161621366,D28 - PR_NR,hg38
chr7,-,129012225,D28 - PR_NR,hg38
chr10,-,15105587,D28 - PR_NR,hg38
chr11,+,4398432,D28 - PR_NR,hg38
chr11,-,51364091,D28 - PR_NR,hg38
chr11,+,105854187,D28 - PR_NR,hg38
chr15,+,17058699,D28 - PR_NR,hg38
chr16,+,1833289,D28 - PR_NR,hg38
chr17,+,7503529,D28 - PR_NR,hg38
chr17,-,8262292,D28 - PR_NR,hg38
chr17,-,75167797,D28 - PR_NR,hg38
chr19,-,1128249,D28 - PR_NR,hg38
chr21,+,5375506,D28 - PR_NR,hg38
chr21,+,10794177,D28 - PR_NR,hg38
chr22,+,12489455,D28 - PR_NR,hg38
chr1,-,1825264,D28 - PR_NR,hg38
chr1,-,1826502,D28 - PR_NR,hg38
chr1,+,6535704,D28 - PR_NR,hg38
chr1,+,8686629,D28 - PR_NR,hg38
chr1,+,23024674,D28 - PR_NR,hg38
chr1,+,25452611,D28 - PR_NR,hg38
chr1,-,28035454,D28 - PR_NR,hg38
chr1,-,28499375,D28 - PR_NR,hg38
chr1,-,32345225,D28 - PR_NR,hg38
chr1,-,37980019,D28 - PR_NR,hg38
chr1,-,38920352,D28 - PR_NR,hg38
chr1,+,39388269,D28 - PR_NR,hg38
chr1,+,42203773,D28 - PR_NR,hg38
chr1,+,43820368,D28 - PR_NR,hg38
chr1,-,59839433,D28 - PR_NR,hg38
chr1,-,69014374,D28 - PR_NR,hg38
chr1,+,92934146,D28 - PR_NR,hg38
chr1,+,97081431,D28 - PR_NR,hg38
chr1,+,97099644,D28 - PR_NR,hg38
chr1,-,97863639,D28 - PR_NR,hg38
chr1,+,100594498,D28 - PR_NR,hg38
chr1,-,103509036,D28 - PR_NR,hg38
chr1,-,109330139,D28 - PR_NR,hg38
chr1,-,145995245,D28 - PR_NR,hg38
chr1,-,151428667,D28 - PR_NR,hg38
chr1,+,154359362,D28 - PR_NR,hg38
chr1,-,160824859,D28 - PR_NR,hg38
chr1,-,164521452,D28 - PR_NR,hg38
chr1,+,171790321,D28 - PR_NR,hg38
chr1,+,179942532,D28 - PR_NR,hg38
chr1,+,182871463,D28 - PR_NR,hg38
chr1,-,186362171,D28 - PR_NR,hg38
chr1,+,186411198,D28 - PR_NR,hg38
chr1,+,203277810,D28 - PR_NR,hg38
chr1,+,203783484,D28 - PR_NR,hg38
chr1,-,209842756,D28 - PR_NR,hg38
chr1,-,211151149,D28 - PR_NR,hg38
chr1,+,212078709,D28 - PR_NR,hg38
chr1,-,212079501,D28 - PR_NR,hg38
chr1,-,220006595,D28 - PR_NR,hg38
chr1,-,223184977,D28 - PR_NR,hg38
chr1,+,225368266,D28 - PR_NR,hg38
chr1,-,233238947,D28 - PR_NR,hg38
chr1,+,239217414,D28 - PR_NR,hg38
chr1,-,243670038,D28 - PR_NR,hg38
chr1,-,243688303,D28 - PR_NR,hg38
chr1,-,243781485,D28 - PR_NR,hg38
chr1,+,247205508,D28 - PR_NR,hg38
chr2,+,6829703,D28 - PR_NR,hg38
chr2,+,24705856,D28 - PR_NR,hg38
chr2,-,26291856,D28 - PR_NR,hg38
chr2,+,27230717,D28 - PR_NR,hg38
chr2,+,27237108,D28 - PR_NR,hg38
chr2,+,31250358,D28 - PR_NR,hg38
chr2,-,37214667,D28 - PR_NR,hg38
chr2,-,38982486,D28 - PR_NR,hg38
chr2,-,55266976,D28 - PR_NR,hg38
chr2,-,59359158,D28 - PR_NR,hg38
chr2,+,64074498,D28 - PR_NR,hg38
chr2,-,69917770,D28 - PR_NR,hg38
chr2,-,71436980,D28 - PR_NR,hg38
chr2,+,106250952,D28 - PR_NR,hg38
chr2,+,108674500,D28 - PR_NR,hg38
chr2,+,111130310,D28 - PR_NR,hg38
chr2,-,116594489,D28 - PR_NR,hg38
chr2,+,119955524,D28 - PR_NR,hg38
chr2,-,127495599,D28 - PR_NR,hg38
chr2,+,131061614,D28 - PR_NR,hg38
chr2,+,135862635,D28 - PR_NR,hg38
chr2,-,148289174,D28 - PR_NR,hg38
chr2,-,160491682,D28 - PR_NR,hg38
chr2,-,165944563,D28 - PR_NR,hg38
chr2,+,165965496,D28 - PR_NR,hg38
chr2,-,168987568,D28 - PR_NR,hg38
chr2,-,181148104,D28 - PR_NR,hg38
chr2,-,186040918,D28 - PR_NR,hg38
chr2,+,190918847,D28 - PR_NR,hg38
chr2,-,191657623,D28 - PR_NR,hg38
chr2,-,197487473,D28 - PR_NR,hg38
chr2,-,202218387,D28 - PR_NR,hg38
chr2,-,206007027,D28 - PR_NR,hg38
chr2,-,222604096,D28 - PR_NR,hg38
chr2,-,230036699,D28 - PR_NR,hg38
chr2,-,241965424,D28 - PR_NR,hg38
chr3,+,23951723,D28 - PR_NR,hg38
chr3,+,25639510,D28 - PR_NR,hg38
chr3,-,25643305,D28 - PR_NR,hg38
chr3,-,33410255,D28 - PR_NR,hg38
chr3,+,35763582,D28 - PR_NR,hg38
chr3,+,39090538,D28 - PR_NR,hg38
chr3,+,43297200,D28 - PR_NR,hg38
chr3,-,45484288,D28 - PR_NR,hg38
chr3,-,45504905,D28 - PR_NR,hg38
chr3,+,45981704,D28 - PR_NR,hg38
chr3,-,47089899,D28 - PR_NR,hg38
chr3,-,49335924,D28 - PR_NR,hg38
chr3,+,50114742,D28 - PR_NR,hg38
chr3,+,52199784,D28 - PR_NR,hg38
chr3,-,79608505,D28 - PR_NR,hg38
chr3,+,87704844,D28 - PR_NR,hg38
chr3,-,102111786,D28 - PR_NR,hg38
chr3,-,108606368,D28 - PR_NR,hg38
chr3,+,111622135,D28 - PR_NR,hg38
chr3,-,112271366,D28 - PR_NR,hg38
chr3,-,114943149,D28 - PR_NR,hg38
chr3,+,141527657,D28 - PR_NR,hg38
chr3,+,150414080,D28 - PR_NR,hg38
chr3,-,151939767,D28 - PR_NR,hg38
chr3,-,152289857,D28 - PR_NR,hg38
chr3,+,155922142,D28 - PR_NR,hg38
chr3,-,177872719,D28 - PR_NR,hg38
chr3,-,180281460,D28 - PR_NR,hg38
chr3,+,188455972,D28 - PR_NR,hg38
chr3,+,190311589,D28 - PR_NR,hg38
chr3,-,197170628,D28 - PR_NR,hg38
chr3,+,197836190,D28 - PR_NR,hg38
chr4,-,15525,D28 - PR_NR,hg38
chr4,+,2881470,D28 - PR_NR,hg38
chr4,-,8396624,D28 - PR_NR,hg38
chr4,-,36220477,D28 - PR_NR,hg38
chr4,-,38569752,D28 - PR_NR,hg38
chr4,+,44687740,D28 - PR_NR,hg38
chr4,+,54033878,D28 - PR_NR,hg38
chr4,-,54062506,D28 - PR_NR,hg38
chr4,+,101064845,D28 - PR_NR,hg38
chr4,-,106169709,D28 - PR_NR,hg38
chr4,-,109490858,D28 - PR_NR,hg38
chr4,-,113509226,D28 - PR_NR,hg38
chr4,-,118752887,D28 - PR_NR,hg38
chr4,+,129636615,D28 - PR_NR,hg38
chr4,+,138415576,D28 - PR_NR,hg38
chr4,+,142385909,D28 - PR_NR,hg38
chr4,-,150574376,D28 - PR_NR,hg38
chr4,+,154835628,D28 - PR_NR,hg38
chr4,-,156859380,D28 - PR_NR,hg38
chr4,-,159146553,D28 - PR_NR,hg38
chr4,+,169400073,D28 - PR_NR,hg38
chr5,-,223025,D28 - PR_NR,hg38
chr5,+,14602492,D28 - PR_NR,hg38
chr5,+,17997381,D28 - PR_NR,hg38
chr5,+,18726311,D28 - PR_NR,hg38
chr5,-,18727133,D28 - PR_NR,hg38
chr5,+,21388053,D28 - PR_NR,hg38
chr5,-,26199011,D28 - PR_NR,hg38
chr5,-,37291483,D28 - PR_NR,hg38
chr5,-,50800617,D28 - PR_NR,hg38
chr5,+,53020264,D28 - PR_NR,hg38
chr5,-,55963654,D28 - PR_NR,hg38
chr5,+,58803939,D28 - PR_NR,hg38
chr5,-,59088160,D28 - PR_NR,hg38
chr5,+,61396278,D28 - PR_NR,hg38
chr5,+,64782225,D28 - PR_NR,hg38
chr5,-,69260727,D28 - PR_NR,hg38
chr5,+,71554615,D28 - PR_NR,hg38
chr5,-,78037411,D28 - PR_NR,hg38
chr5,+,79271342,D28 - PR_NR,hg38
chr5,-,91370765,D28 - PR_NR,hg38
chr5,-,91377111,D28 - PR_NR,hg38
chr5,+,94661378,D28 - PR_NR,hg38
chr5,-,100583281,D28 - PR_NR,hg38
chr5,-,107388355,D28 - PR_NR,hg38
chr5,-,108252432,D28 - PR_NR,hg38
chr5,+,111111489,D28 - PR_NR,hg38
chr5,-,115911592,D28 - PR_NR,hg38
chr5,-,158664189,D28 - PR_NR,hg38
chr5,-,159965981,D28 - PR_NR,hg38
